facility_id,date,cartridges
F001,2026-06-04,0
F020,2026-03-13,53
F020,2026-03-14,47
F020,2026-03-15,40
F020,2026-03-16,33
F020,2026-03-17,27
F020,2026-03-18,20
F020,2026-03-19,13
F020,2026-03-20,6
F020,2026-03-21,0
F020,2026-03-22,0
F020,2026-03-23,0
F020,2026-03-24,0
F020,2026-03-25,0
F020,2026-03-26,0
F020,2026-03-27,0
F020,2026-03-28,0
F020,2026-03-29,0
F020,2026-03-30,0
F020,2026-03-31,0
F020,2026-04-01,0
F020,2026-04-02,0
F020,2026-04-03,0
F020,2026-04-04,0
F020,2026-04-05,0
F020,2026-04-06,0
F020,2026-04-07,0
F020,2026-04-08,0
F020,2026-04-09,0
F020,2026-04-10,0
F020,2026-04-11,0
F020,2026-04-12,0
F020,2026-04-13,0
F020,2026-04-14,0
F020,2026-04-15,0
F020,2026-04-16,0
F020,2026-04-17,0
F020,2026-04-18,0
F020,2026-04-19,0
F020,2026-04-20,0
F020,2026-04-21,0
F020,2026-04-22,0
F020,2026-04-23,0
F020,2026-04-24,0
F020,2026-04-25,0
F020,2026-04-26,0
F020,2026-04-27,0
F020,2026-04-28,0
F020,2026-04-29,0
F020,2026-04-30,0
F020,2026-05-01,0
F020,2026-05-02,0
F020,2026-05-03,0
F020,2026-05-04,0
F020,2026-05-05,0
F020,2026-05-06,0
F020,2026-05-07,0
F020,2026-05-08,0
F020,2026-05-09,0
F020,2026-05-10,0
F020,2026-05-11,0
F020,2026-05-12,0
F020,2026-05-13,0
F020,2026-05-14,0
F020,2026-05-15,0
F020,2026-05-16,0
F020,2026-05-17,0
F020,2026-05-18,0
F020,2026-05-19,0
F020,2026-05-20,0
F020,2026-05-21,0
F020,2026-05-22,0
F020,2026-05-23,0
F020,2026-05-24,0
F020,2026-05-25,0
F020,2026-05-26,0
F020,2026-05-27,0
F020,2026-05-28,0
F020,2026-05-29,0
F020,2026-05-30,0
F020,2026-05-31,0
F020,2026-06-01,0
F020,2026-06-02,0
F020,2026-06-03,0
F020,2026-06-04,0
F021,2026-03-13,30
F021,2026-03-14,27
F021,2026-03-15,24
F021,2026-03-16,21
F021,2026-03-17,18
F021,2026-03-18,14
F021,2026-03-19,10
F021,2026-03-20,6
F021,2026-03-21,2
F021,2026-03-22,0
F021,2026-03-23,0
F021,2026-03-24,0
F021,2026-03-25,0
F021,2026-03-26,0
F021,2026-03-27,0
F021,2026-03-28,0
F021,2026-03-29,0
F021,2026-03-30,0
F021,2026-03-31,0
F021,2026-04-01,0
F021,2026-04-02,0
F021,2026-04-03,0
F021,2026-04-04,0
F021,2026-04-05,0
F021,2026-04-06,0
F021,2026-04-07,0
F021,2026-04-08,0
F021,2026-04-09,0
F021,2026-04-10,0
F021,2026-04-11,0
F021,2026-04-12,0
F021,2026-04-13,0
F021,2026-04-14,0
F021,2026-04-15,0
F021,2026-04-16,0
F021,2026-04-17,0
F021,2026-04-18,0
F021,2026-04-19,0
F021,2026-04-20,0
F021,2026-04-21,0
F021,2026-04-22,0
F021,2026-04-23,0
F021,2026-04-24,0
F021,2026-04-25,0
F021,2026-04-26,0
F021,2026-04-27,0
F021,2026-04-28,0
F021,2026-04-29,0
F021,2026-04-30,0
F021,2026-05-01,0
F021,2026-05-02,0
F021,2026-05-03,0
F021,2026-05-04,0
F021,2026-05-05,0
F021,2026-05-06,0
F021,2026-05-07,0
F021,2026-05-08,0
F021,2026-05-09,0
F021,2026-05-10,0
F021,2026-05-11,0
F021,2026-05-12,0
F021,2026-05-13,0
F021,2026-05-14,0
F021,2026-05-15,0
F021,2026-05-16,0
F021,2026-05-17,0
F021,2026-05-18,0
F021,2026-05-19,0
F021,2026-05-20,0
F021,2026-05-21,0
F021,2026-05-22,0
F021,2026-05-23,0
F021,2026-05-24,0
F021,2026-05-25,0
F021,2026-05-26,0
F021,2026-05-27,0
F021,2026-05-28,0
F021,2026-05-29,0
F021,2026-05-30,0
F021,2026-05-31,0
F021,2026-06-01,0
F021,2026-06-02,0
F021,2026-06-03,0
F021,2026-06-04,0
F034,2026-03-13,64
F034,2026-03-14,58
F034,2026-03-15,55
F034,2026-03-16,51
F034,2026-03-17,45
F034,2026-03-18,41
F034,2026-03-19,36
F034,2026-03-20,31
F034,2026-03-21,27
F034,2026-03-22,23
F034,2026-03-23,22
F034,2026-03-24,19
F034,2026-03-25,15
F034,2026-03-26,12
F034,2026-03-27,6
F034,2026-03-28,3
F034,2026-03-29,0
F034,2026-03-30,0
F034,2026-03-31,0
F034,2026-04-01,0
F034,2026-04-02,0
F034,2026-04-03,0
F034,2026-04-04,0
F034,2026-04-05,0
F034,2026-04-06,0
F034,2026-04-07,0
F034,2026-04-08,0
F034,2026-04-09,0
F034,2026-04-10,0
F034,2026-04-11,0
F034,2026-04-12,0
F034,2026-04-13,0
F034,2026-04-14,0
F034,2026-04-15,0
F034,2026-04-16,0
F034,2026-04-17,0
F034,2026-04-18,0
F034,2026-04-19,0
F034,2026-04-20,0
F034,2026-04-21,0
F034,2026-04-22,0
F034,2026-04-23,0
F034,2026-04-24,0
F034,2026-04-25,0
F034,2026-04-26,0
F034,2026-04-27,0
F034,2026-04-28,0
F034,2026-04-29,0
F034,2026-04-30,0
F034,2026-05-01,0
F034,2026-05-02,0
F034,2026-05-03,0
F034,2026-05-04,0
F034,2026-05-05,0
F034,2026-05-06,0
F034,2026-05-07,0
F034,2026-05-08,0
F034,2026-05-09,0
F034,2026-05-10,0
F034,2026-05-11,0
F034,2026-05-12,0
F034,2026-05-13,0
F034,2026-05-14,0
F034,2026-05-15,0
F034,2026-05-16,0
F034,2026-05-17,0
F034,2026-05-18,0
F034,2026-05-19,0
F034,2026-05-20,0
F034,2026-05-21,0
F034,2026-05-22,0
F034,2026-05-23,0
F034,2026-05-24,0
F034,2026-05-25,0
F034,2026-05-26,0
F034,2026-05-27,0
F034,2026-05-28,0
F034,2026-05-29,0
F034,2026-05-30,0
F034,2026-05-31,0
F034,2026-06-01,0
F034,2026-06-02,0
F034,2026-06-03,0
F034,2026-06-04,0
F045,2026-03-13,9
F045,2026-03-14,6
F045,2026-03-15,2
F045,2026-03-16,0
F045,2026-03-17,0
F045,2026-03-18,0
F045,2026-03-19,0
F045,2026-03-20,0
F045,2026-03-21,0
F045,2026-03-22,0
F045,2026-03-23,0
F045,2026-03-24,0
F045,2026-03-25,0
F045,2026-03-26,0
F045,2026-03-27,0
F045,2026-03-28,0
F045,2026-03-29,0
F045,2026-03-30,0
F045,2026-03-31,0
F045,2026-04-01,0
F045,2026-04-02,0
F045,2026-04-03,0
F045,2026-04-04,0
F045,2026-04-05,0
F045,2026-04-06,0
F045,2026-04-07,0
F045,2026-04-08,0
F045,2026-04-09,0
F045,2026-04-10,0
F045,2026-04-11,0
F045,2026-04-12,0
F045,2026-04-13,0
F045,2026-04-14,0
F045,2026-04-15,0
F045,2026-04-16,0
F045,2026-04-17,0
F045,2026-04-18,0
F045,2026-04-19,0
F045,2026-04-20,0
F045,2026-04-21,0
F045,2026-04-22,0
F045,2026-04-23,0
F045,2026-04-24,0
F045,2026-04-25,0
F045,2026-04-26,0
F045,2026-04-27,0
F045,2026-04-28,0
F045,2026-04-29,0
F045,2026-04-30,0
F045,2026-05-01,0
F045,2026-05-02,0
F045,2026-05-03,0
F045,2026-05-04,0
F045,2026-05-05,0
F045,2026-05-06,0
F045,2026-05-07,0
F045,2026-05-08,0
F045,2026-05-09,0
F045,2026-05-10,0
F045,2026-05-11,0
F045,2026-05-12,0
F045,2026-05-13,0
F045,2026-05-14,0
F045,2026-05-15,0
F045,2026-05-16,0
F045,2026-05-17,0
F045,2026-05-18,0
F045,2026-05-19,0
F045,2026-05-20,0
F045,2026-05-21,0
F045,2026-05-22,0
F045,2026-05-23,0
F045,2026-05-24,0
F045,2026-05-25,0
F045,2026-05-26,0
F045,2026-05-27,0
F045,2026-05-28,0
F045,2026-05-29,0
F045,2026-05-30,0
F045,2026-05-31,0
F045,2026-06-01,0
F045,2026-06-02,0
F045,2026-06-03,0
F045,2026-06-04,0
F055,2026-03-13,29
F055,2026-03-14,23
F055,2026-03-15,19
F055,2026-03-16,14
F055,2026-03-17,9
F055,2026-03-18,3
F055,2026-03-19,0
F055,2026-03-20,0
F055,2026-03-21,0
F055,2026-03-22,0
F055,2026-03-23,0
F055,2026-03-24,0
F055,2026-03-25,0
F055,2026-03-26,0
F055,2026-03-27,0
F055,2026-03-28,0
F055,2026-03-29,0
F055,2026-03-30,0
F055,2026-03-31,0
F055,2026-04-01,0
F055,2026-04-02,0
F055,2026-04-03,0
F055,2026-04-04,0
F055,2026-04-05,0
F055,2026-04-06,0
F055,2026-04-07,0
F055,2026-04-08,0
F055,2026-04-09,0
F055,2026-04-10,0
F055,2026-04-11,0
F055,2026-04-12,0
F055,2026-04-13,0
F055,2026-04-14,0
F055,2026-04-15,0
F055,2026-04-16,0
F055,2026-04-17,0
F055,2026-04-18,0
F055,2026-04-19,0
F055,2026-04-20,0
F055,2026-04-21,0
F055,2026-04-22,0
F055,2026-04-23,0
F055,2026-04-24,0
F055,2026-04-25,0
F055,2026-04-26,0
F055,2026-04-27,0
F055,2026-04-28,0
F055,2026-04-29,0
F055,2026-04-30,0
F055,2026-05-01,0
F055,2026-05-02,0
F055,2026-05-03,0
F055,2026-05-04,0
F055,2026-05-05,0
F055,2026-05-06,0
F055,2026-05-07,0
F055,2026-05-08,0
F055,2026-05-09,0
F055,2026-05-10,0
F055,2026-05-11,0
F055,2026-05-12,0
F055,2026-05-13,0
F055,2026-05-14,0
F055,2026-05-15,0
F055,2026-05-16,0
F055,2026-05-17,0
F055,2026-05-18,0
F055,2026-05-19,0
F055,2026-05-20,0
F055,2026-05-21,0
F055,2026-05-22,0
F055,2026-05-23,0
F055,2026-05-24,0
F055,2026-05-25,0
F055,2026-05-26,0
F055,2026-05-27,0
F055,2026-05-28,0
F055,2026-05-29,0
F055,2026-05-30,0
F055,2026-05-31,0
F055,2026-06-01,0
F055,2026-06-02,0
F055,2026-06-03,0
F055,2026-06-04,0
F070,2026-03-13,3
F070,2026-03-14,0
F070,2026-03-15,0
F070,2026-03-16,0
F070,2026-03-17,0
F070,2026-03-18,0
F070,2026-03-19,0
F070,2026-03-20,0
F070,2026-03-21,0
F070,2026-03-22,0
F070,2026-03-23,0
F070,2026-03-24,0
F070,2026-03-25,0
F070,2026-03-26,0
F070,2026-03-27,0
F070,2026-03-28,0
F070,2026-03-29,0
F070,2026-03-30,0
F070,2026-03-31,0
F070,2026-04-01,0
F070,2026-04-02,0
F070,2026-04-03,0
F070,2026-04-04,0
F070,2026-04-05,0
F070,2026-04-06,0
F070,2026-04-07,0
F070,2026-04-08,0
F070,2026-04-09,0
F070,2026-04-10,0
F070,2026-04-11,0
F070,2026-04-12,0
F070,2026-04-13,0
F070,2026-04-14,0
F070,2026-04-15,0
F070,2026-04-16,0
F070,2026-04-17,0
F070,2026-04-18,0
F070,2026-04-19,0
F070,2026-04-20,0
F070,2026-04-21,0
F070,2026-04-22,0
F070,2026-04-23,0
F070,2026-04-24,0
F070,2026-04-25,0
F070,2026-04-26,0
F070,2026-04-27,0
F070,2026-04-28,0
F070,2026-04-29,0
F070,2026-04-30,0
F070,2026-05-01,0
F070,2026-05-02,0
F070,2026-05-03,0
F070,2026-05-04,0
F070,2026-05-05,0
F070,2026-05-06,0
F070,2026-05-07,0
F070,2026-05-08,0
F070,2026-05-09,0
F070,2026-05-10,0
F070,2026-05-11,0
F070,2026-05-12,0
F070,2026-05-13,0
F070,2026-05-14,0
F070,2026-05-15,0
F070,2026-05-16,0
F070,2026-05-17,0
F070,2026-05-18,0
F070,2026-05-19,0
F070,2026-05-20,0
F070,2026-05-21,0
F070,2026-05-22,0
F070,2026-05-23,0
F070,2026-05-24,0
F070,2026-05-25,0
F070,2026-05-26,0
F070,2026-05-27,0
F070,2026-05-28,0
F070,2026-05-29,0
F070,2026-05-30,0
F070,2026-05-31,0
F070,2026-06-01,0
F070,2026-06-02,0
F070,2026-06-03,0
F070,2026-06-04,0
F075,2026-03-13,34
F075,2026-03-14,31
F075,2026-03-15,27
F075,2026-03-16,24
F075,2026-03-17,20
F075,2026-03-18,16
F075,2026-03-19,11
F075,2026-03-20,8
F075,2026-03-21,5
F075,2026-03-22,2
F075,2026-03-23,0
F075,2026-03-24,0
F075,2026-03-25,0
F075,2026-03-26,0
F075,2026-03-27,0
F075,2026-03-28,0
F075,2026-03-29,0
F075,2026-03-30,0
F075,2026-03-31,0
F075,2026-04-01,0
F075,2026-04-02,0
F075,2026-04-03,0
F075,2026-04-04,0
F075,2026-04-05,0
F075,2026-04-06,0
F075,2026-04-07,0
F075,2026-04-08,0
F075,2026-04-09,0
F075,2026-04-10,0
F075,2026-04-11,0
F075,2026-04-12,0
F075,2026-04-13,0
F075,2026-04-14,0
F075,2026-04-15,0
F075,2026-04-16,0
F075,2026-04-17,0
F075,2026-04-18,0
F075,2026-04-19,0
F075,2026-04-20,0
F075,2026-04-21,0
F075,2026-04-22,0
F075,2026-04-23,0
F075,2026-04-24,0
F075,2026-04-25,0
F075,2026-04-26,0
F075,2026-04-27,0
F075,2026-04-28,0
F075,2026-04-29,0
F075,2026-04-30,0
F075,2026-05-01,0
F075,2026-05-02,0
F075,2026-05-03,0
F075,2026-05-04,0
F075,2026-05-05,0
F075,2026-05-06,0
F075,2026-05-07,0
F075,2026-05-08,0
F075,2026-05-09,0
F075,2026-05-10,0
F075,2026-05-11,0
F075,2026-05-12,0
F075,2026-05-13,0
F075,2026-05-14,0
F075,2026-05-15,0
F075,2026-05-16,0
F075,2026-05-17,0
F075,2026-05-18,0
F075,2026-05-19,0
F075,2026-05-20,0
F075,2026-05-21,0
F075,2026-05-22,0
F075,2026-05-23,0
F075,2026-05-24,0
F075,2026-05-25,0
F075,2026-05-26,0
F075,2026-05-27,0
F075,2026-05-28,0
F075,2026-05-29,0
F075,2026-05-30,0
F075,2026-05-31,0
F075,2026-06-01,0
F075,2026-06-02,0
F075,2026-06-03,0
F075,2026-06-04,0
F080,2026-03-13,45
F080,2026-03-14,43
F080,2026-03-15,42
F080,2026-03-16,40
F080,2026-03-17,39
F080,2026-03-18,35
F080,2026-03-19,32
F080,2026-03-20,28
F080,2026-03-21,25
F080,2026-03-22,24
F080,2026-03-23,22
F080,2026-03-24,19
F080,2026-03-25,18
F080,2026-03-26,15
F080,2026-03-27,13
F080,2026-03-28,11
F080,2026-03-29,8
F080,2026-03-30,5
F080,2026-03-31,3
F080,2026-04-01,0
F080,2026-04-02,0
F080,2026-04-03,0
F080,2026-04-04,0
F080,2026-04-05,0
F080,2026-04-06,0
F080,2026-04-07,0
F080,2026-04-08,0
F080,2026-04-09,0
F080,2026-04-10,0
F080,2026-04-11,0
F080,2026-04-12,0
F080,2026-04-13,0
F080,2026-04-14,0
F080,2026-04-15,0
F080,2026-04-16,0
F080,2026-04-17,0
F080,2026-04-18,0
F080,2026-04-19,0
F080,2026-04-20,0
F080,2026-04-21,0
F080,2026-04-22,0
F080,2026-04-23,0
F080,2026-04-24,0
F080,2026-04-25,0
F080,2026-04-26,0
F080,2026-04-27,0
F080,2026-04-28,0
F080,2026-04-29,0
F080,2026-04-30,0
F080,2026-05-01,0
F080,2026-05-02,0
F080,2026-05-03,0
F080,2026-05-04,0
F080,2026-05-05,0
F080,2026-05-06,0
F080,2026-05-07,0
F080,2026-05-08,0
F080,2026-05-09,0
F080,2026-05-10,0
F080,2026-05-11,0
F080,2026-05-12,0
F080,2026-05-13,0
F080,2026-05-14,0
F080,2026-05-15,0
F080,2026-05-16,0
F080,2026-05-17,0
F080,2026-05-18,0
F080,2026-05-19,0
F080,2026-05-20,0
F080,2026-05-21,0
F080,2026-05-22,0
F080,2026-05-23,0
F080,2026-05-24,0
F080,2026-05-25,0
F080,2026-05-26,0
F080,2026-05-27,0
F080,2026-05-28,0
F080,2026-05-29,0
F080,2026-05-30,0
F080,2026-05-31,0
F080,2026-06-01,0
F080,2026-06-02,0
F080,2026-06-03,0
F080,2026-06-04,0
F091,2026-03-13,32
F091,2026-03-14,30
F091,2026-03-15,29
F091,2026-03-16,27
F091,2026-03-17,26
F091,2026-03-18,24
F091,2026-03-19,20
F091,2026-03-20,19
F091,2026-03-21,16
F091,2026-03-22,15
F091,2026-03-23,14
F091,2026-03-24,11
F091,2026-03-25,10
F091,2026-03-26,7
F091,2026-03-27,5
F091,2026-03-28,4
F091,2026-03-29,2
F091,2026-03-30,0
F091,2026-03-31,0
F091,2026-04-01,0
F091,2026-04-02,0
F091,2026-04-03,0
F091,2026-04-04,0
F091,2026-04-05,0
F091,2026-04-06,0
F091,2026-04-07,0
F091,2026-04-08,0
F091,2026-04-09,0
F091,2026-04-10,0
F091,2026-04-11,0
F091,2026-04-12,0
F091,2026-04-13,0
F091,2026-04-14,0
F091,2026-04-15,0
F091,2026-04-16,0
F091,2026-04-17,0
F091,2026-04-18,0
F091,2026-04-19,0
F091,2026-04-20,0
F091,2026-04-21,0
F091,2026-04-22,0
F091,2026-04-23,0
F091,2026-04-24,0
F091,2026-04-25,0
F091,2026-04-26,0
F091,2026-04-27,0
F091,2026-04-28,0
F091,2026-04-29,0
F091,2026-04-30,0
F091,2026-05-01,0
F091,2026-05-02,0
F091,2026-05-03,0
F091,2026-05-04,0
F091,2026-05-05,0
F091,2026-05-06,0
F091,2026-05-07,0
F091,2026-05-08,0
F091,2026-05-09,0
F091,2026-05-10,0
F091,2026-05-11,0
F091,2026-05-12,0
F091,2026-05-13,0
F091,2026-05-14,0
F091,2026-05-15,0
F091,2026-05-16,0
F091,2026-05-17,0
F091,2026-05-18,0
F091,2026-05-19,0
F091,2026-05-20,0
F091,2026-05-21,0
F091,2026-05-22,0
F091,2026-05-23,0
F091,2026-05-24,0
F091,2026-05-25,0
F091,2026-05-26,0
F091,2026-05-27,0
F091,2026-05-28,0
F091,2026-05-29,0
F091,2026-05-30,0
F091,2026-05-31,0
F091,2026-06-01,0
F091,2026-06-02,0
F091,2026-06-03,0
F091,2026-06-04,0
F096,2026-03-13,65
F096,2026-03-14,64
F096,2026-03-15,64
F096,2026-03-16,63
F096,2026-03-17,62
F096,2026-03-18,61
F096,2026-03-19,60
F096,2026-03-20,57
F096,2026-03-21,57
F096,2026-03-22,57
F096,2026-03-23,57
F096,2026-03-24,57
F096,2026-03-25,57
F096,2026-03-26,55
F096,2026-03-27,53
F096,2026-03-28,53
F096,2026-03-29,53
F096,2026-03-30,52
F096,2026-03-31,52
F096,2026-04-01,51
F096,2026-04-02,50
F096,2026-04-03,50
F096,2026-04-04,48
F096,2026-04-05,46
F096,2026-04-06,46
F096,2026-04-07,46
F096,2026-04-08,45
F096,2026-04-09,44
F096,2026-04-10,43
F096,2026-04-11,40
F096,2026-04-12,40
F096,2026-04-13,40
F096,2026-04-14,40
F096,2026-04-15,40
F096,2026-04-16,40
F096,2026-04-17,38
F096,2026-04-18,38
F096,2026-04-19,37
F096,2026-04-20,37
F096,2026-04-21,35
F096,2026-04-22,32
F096,2026-04-23,32
F096,2026-04-24,32
F096,2026-04-25,30
F096,2026-04-26,29
F096,2026-04-27,27
F096,2026-04-28,26
F096,2026-04-29,26
F096,2026-04-30,25
F096,2026-05-01,23
F096,2026-05-02,22
F096,2026-05-03,21
F096,2026-05-04,19
F096,2026-05-05,17
F096,2026-05-06,15
F096,2026-05-07,14
F096,2026-05-08,14
F096,2026-05-09,13
F096,2026-05-10,11
F096,2026-05-11,11
F096,2026-05-12,10
F096,2026-05-13,10
F096,2026-05-14,9
F096,2026-05-15,7
F096,2026-05-16,6
F096,2026-05-17,5
F096,2026-05-18,5
F096,2026-05-19,4
F096,2026-05-20,3
F096,2026-05-21,0
F096,2026-05-22,0
F096,2026-05-23,0
F096,2026-05-24,0
F096,2026-05-25,0
F096,2026-05-26,0
F096,2026-05-27,0
F096,2026-05-28,0
F096,2026-05-29,0
F096,2026-05-30,0
F096,2026-05-31,0
F096,2026-06-01,0
F096,2026-06-02,0
F096,2026-06-03,0
F096,2026-06-04,0
F103,2026-03-13,0
F103,2026-03-14,0
F103,2026-03-15,0
F103,2026-03-16,0
F103,2026-03-17,0
F103,2026-03-18,0
F103,2026-03-19,0
F103,2026-03-20,0
F103,2026-03-21,0
F103,2026-03-22,0
F103,2026-03-23,0
F103,2026-03-24,0
F103,2026-03-25,0
F103,2026-03-26,0
F103,2026-03-27,0
F103,2026-03-28,0
F103,2026-03-29,0
F103,2026-03-30,0
F103,2026-03-31,0
F103,2026-04-01,0
F103,2026-04-02,0
F103,2026-04-03,0
F103,2026-04-04,0
F103,2026-04-05,0
F103,2026-04-06,0
F103,2026-04-07,0
F103,2026-04-08,0
F103,2026-04-09,0
F103,2026-04-10,0
F103,2026-04-11,0
F103,2026-04-12,0
F103,2026-04-13,0
F103,2026-04-14,0
F103,2026-04-15,0
F103,2026-04-16,0
F103,2026-04-17,0
F103,2026-04-18,0
F103,2026-04-19,0
F103,2026-04-20,0
F103,2026-04-21,0
F103,2026-04-22,0
F103,2026-04-23,0
F103,2026-04-24,0
F103,2026-04-25,0
F103,2026-04-26,0
F103,2026-04-27,0
F103,2026-04-28,0
F103,2026-04-29,0
F103,2026-04-30,0
F103,2026-05-01,0
F103,2026-05-02,0
F103,2026-05-03,0
F103,2026-05-04,0
F103,2026-05-05,0
F103,2026-05-06,0
F103,2026-05-07,0
F103,2026-05-08,0
F103,2026-05-09,0
F103,2026-05-10,0
F103,2026-05-11,0
F103,2026-05-12,0
F103,2026-05-13,0
F103,2026-05-14,0
F103,2026-05-15,0
F103,2026-05-16,0
F103,2026-05-17,0
F103,2026-05-18,0
F103,2026-05-19,0
F103,2026-05-20,0
F103,2026-05-21,0
F103,2026-05-22,0
F103,2026-05-23,0
F103,2026-05-24,0
F103,2026-05-25,0
F103,2026-05-26,0
F103,2026-05-27,0
F103,2026-05-28,0
F103,2026-05-29,0
F103,2026-05-30,0
F103,2026-05-31,0
F103,2026-06-01,0
F103,2026-06-02,0
F103,2026-06-03,0
F103,2026-06-04,0
F106,2026-03-13,74
F106,2026-03-14,72
F106,2026-03-15,68
F106,2026-03-16,65
F106,2026-03-17,60
F106,2026-03-18,58
F106,2026-03-19,54
F106,2026-03-20,51
F106,2026-03-21,49
F106,2026-03-22,47
F106,2026-03-23,45
F106,2026-03-24,42
F106,2026-03-25,39
F106,2026-03-26,37
F106,2026-03-27,35
F106,2026-03-28,30
F106,2026-03-29,26
F106,2026-03-30,23
F106,2026-03-31,20
F106,2026-04-01,17
F106,2026-04-02,14
F106,2026-04-03,13
F106,2026-04-04,11
F106,2026-04-05,10
F106,2026-04-06,7
F106,2026-04-07,4
F106,2026-04-08,2
F106,2026-04-09,0
F106,2026-04-10,0
F106,2026-04-11,0
F106,2026-04-12,0
F106,2026-04-13,0
F106,2026-04-14,0
F106,2026-04-15,0
F106,2026-04-16,0
F106,2026-04-17,0
F106,2026-04-18,0
F106,2026-04-19,0
F106,2026-04-20,0
F106,2026-04-21,0
F106,2026-04-22,0
F106,2026-04-23,0
F106,2026-04-24,0
F106,2026-04-25,0
F106,2026-04-26,0
F106,2026-04-27,0
F106,2026-04-28,0
F106,2026-04-29,0
F106,2026-04-30,0
F106,2026-05-01,0
F106,2026-05-02,0
F106,2026-05-03,0
F106,2026-05-04,0
F106,2026-05-05,0
F106,2026-05-06,0
F106,2026-05-07,0
F106,2026-05-08,0
F106,2026-05-09,0
F106,2026-05-10,0
F106,2026-05-11,0
F106,2026-05-12,0
F106,2026-05-13,0
F106,2026-05-14,0
F106,2026-05-15,0
F106,2026-05-16,0
F106,2026-05-17,0
F106,2026-05-18,0
F106,2026-05-19,0
F106,2026-05-20,0
F106,2026-05-21,0
F106,2026-05-22,0
F106,2026-05-23,0
F106,2026-05-24,0
F106,2026-05-25,0
F106,2026-05-26,0
F106,2026-05-27,0
F106,2026-05-28,0
F106,2026-05-29,0
F106,2026-05-30,0
F106,2026-05-31,0
F106,2026-06-01,0
F106,2026-06-02,0
F106,2026-06-03,0
F106,2026-06-04,0
F112,2026-03-13,36
F112,2026-03-14,32
F112,2026-03-15,28
F112,2026-03-16,25
F112,2026-03-17,21
F112,2026-03-18,19
F112,2026-03-19,15
F112,2026-03-20,11
F112,2026-03-21,7
F112,2026-03-22,6
F112,2026-03-23,0
F112,2026-03-24,0
F112,2026-03-25,0
F112,2026-03-26,0
F112,2026-03-27,0
F112,2026-03-28,0
F112,2026-03-29,0
F112,2026-03-30,0
F112,2026-03-31,0
F112,2026-04-01,0
F112,2026-04-02,0
F112,2026-04-03,0
F112,2026-04-04,0
F112,2026-04-05,0
F112,2026-04-06,0
F112,2026-04-07,0
F112,2026-04-08,0
F112,2026-04-09,0
F112,2026-04-10,0
F112,2026-04-11,0
F112,2026-04-12,0
F112,2026-04-13,0
F112,2026-04-14,0
F112,2026-04-15,0
F112,2026-04-16,0
F112,2026-04-17,0
F112,2026-04-18,0
F112,2026-04-19,0
F112,2026-04-20,0
F112,2026-04-21,0
F112,2026-04-22,0
F112,2026-04-23,0
F112,2026-04-24,0
F112,2026-04-25,0
F112,2026-04-26,0
F112,2026-04-27,0
F112,2026-04-28,0
F112,2026-04-29,0
F112,2026-04-30,0
F112,2026-05-01,0
F112,2026-05-02,0
F112,2026-05-03,0
F112,2026-05-04,0
F112,2026-05-05,0
F112,2026-05-06,0
F112,2026-05-07,0
F112,2026-05-08,0
F112,2026-05-09,0
F112,2026-05-10,0
F112,2026-05-11,0
F112,2026-05-12,0
F112,2026-05-13,0
F112,2026-05-14,0
F112,2026-05-15,0
F112,2026-05-16,0
F112,2026-05-17,0
F112,2026-05-18,0
F112,2026-05-19,0
F112,2026-05-20,0
F112,2026-05-21,0
F112,2026-05-22,0
F112,2026-05-23,0
